"We can\'t find the role for the user you wanted.","Não encontramos o papel para o usuário que você queria."
"Something went wrong while compiling a list of allowed resources. You can find out more in the exceptions log.","Algo deu errado ao compilar uma lista de recursos permitidos. Você pode descobrir mais no registro de exceções."
